country_code,country,year,sdg_index_score,goal_1_score,goal_2_score,goal_3_score,goal_4_score,goal_5_score,goal_6_score,goal_7_score,goal_8_score,goal_9_score,goal_10_score,goal_11_score,goal_12_score,goal_13_score,goal_14_score,goal_15_score,goal_16_score,goal_17_score
GBR,United Kingdom,2022,81.7,99,68.4,93.1,98.2,84.1,94.4,74.8,84,91.8,71.5,91.3,63.5,70.9,76.1,86.2,81.1,59.9
USA,United States,2022,75.9,98.9,68.6,88.7,93.9,76.8,83.6,73.5,81.9,97.8,57.5,89.3,59.9,52.5,65.7,60.4,68.6,72.9
_UMIC,Upper-middle-income Countries,2022,71.7,93.9,74.1,80.9,92.2,74.1,70.7,70.1,76.5,74.1,31.9,79.9,85.1,84.1,57.9,54.1,60.6,59.1
URY,Uruguay,2022,77.7,98.5,67.6,84.7,90.7,76.4,75.8,97.5,84.2,59.9,51.8,92.5,70.8,92.5,60,59.1,78.1,81.5
UZB,Uzbekistan,2022,71.1,61.6,67.5,77.2,85.1,85.1,58.8,63.3,72.5,40.8,71.5,87.3,93,92.8,0,64.7,59.8,63.2
VEN,"Venezuela, RB",2022,62.9,19.7,52.4,62.8,81.2,68.1,76.3,75.3,76.6,34.8,28.6,71.2,82.6,92.9,81.3,80.7,32.5,52.2
VNM,Vietnam,2022,73.3,97,73.6,69.9,97.4,74.4,74.3,69,76.2,58.1,70.4,87.8,90.2,92.2,47.7,44.6,64.4,59.4
_World,World,2022,66.7,79.8,65,70,81.5,62.4,62.3,62,73.7,64.5,39.1,66.4,85.9,86.6,62.1,57.8,55.9,57.6
YEM,"Yemen, Rep.",2022,46.8,4.6,28.8,44.5,41.8,13.1,36.2,36.9,53.2,14.2,66.3,53,96,98.7,74.9,48.4,35.9,50.1
ZMB,Zambia,2022,54.3,9.9,59.5,45.6,66.7,65.1,52.9,44.7,65.1,20.2,8.3,58.1,94.9,98,0,68.4,44.1,54.9
ZWE,Zimbabwe,2022,55.6,21.5,48.5,41.9,62.5,77.2,51.1,41.6,63.2,27,24,65.7,94.5,94.3,0,77.9,40.5,47.8
